ダウンロードした時刻：2026/02/28 23:58:28

,白石,白石,白石,白石,白石,白石,白石,白石,白石
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1994/10/7,18.4,8,1,24.4,8,1,13.8,8,1
1994/10/8,16.7,8,1,21.1,8,1,13.6,8,1
1994/10/9,18.0,8,1,23.5,8,1,14.9,8,1
1994/10/10,17.0,8,1,19.6,8,1,14.2,8,1
1994/10/11,17.7,8,1,18.8,8,1,16.6,8,1
1994/10/12,18.1,8,1,21.4,8,1,16.3,8,1
1994/10/13,22.2,8,1,24.8,8,1,19.9,8,1
1994/10/14,19.5,8,1,24.2,8,1,15.8,8,1
1994/10/15,16.0,8,1,20.6,8,1,11.2,8,1
1994/10/16,18.2,8,1,23.4,8,1,15.0,8,1
1994/10/17,14.9,8,1,18.2,8,1,11.6,8,1
1994/10/18,12.9,8,1,19.0,8,1,8.9,8,1
1994/10/19,14.5,8,1,21.4,8,1,6.9,8,1
1994/10/20,15.4,8,1,20.6,8,1,10.7,8,1
1994/10/21,8.2,8,1,10.0,8,1,6.8,8,1
1994/10/22,13.5,8,1,20.6,8,1,8.5,8,1
1994/10/23,12.3,8,1,17.0,8,1,4.8,8,1
1994/10/24,7.9,8,1,14.1,8,1,2.5,8,1
1994/10/25,9.8,8,1,15.0,8,1,3.4,8,1
1994/10/26,12.3,8,1,18.1,8,1,7.4,8,1
1994/10/27,14.3,8,1,20.2,8,1,10.2,8,1
1994/10/28,15.3,8,1,19.8,8,1,9.7,8,1
1994/10/29,16.7,8,1,21.9,8,1,13.6,8,1
1994/10/30,13.8,8,1,19.0,8,1,10.3,8,1
1994/10/31,10.7,8,1,12.8,8,1,4.8,8,1
1994/11/1,8.2,8,1,13.9,8,1,3.0,8,1
1994/11/2,10.5,8,1,18.1,8,1,4.6,8,1
1994/11/3,12.6,8,1,17.7,8,1,8.5,8,1
1994/11/4,9.0,8,1,13.5,8,1,2.5,8,1
1994/11/5,9.1,8,1,16.0,8,1,0.5,8,1
1994/11/6,14.3,8,1,17.3,8,1,10.7,8,1
1994/11/7,14.0,8,1,19.2,8,1,7.8,8,1
1994/11/8,7.6,8,1,13.3,8,1,3.6,8,1
1994/11/9,8.3,8,1,17.3,8,1,1.2,8,1
1994/11/10,12.4,8,1,19.4,8,1,6.1,8,1
1994/11/11,10.2,8,1,15.7,8,1,4.2,8,1
1994/11/12,14.2,8,1,20.2,8,1,9.8,8,1
1994/11/13,11.6,8,1,16.3,8,1,6.6,8,1
1994/11/14,6.6,8,1,8.8,8,1,3.0,8,1
1994/11/15,3.8,8,1,8.3,8,1,-0.7,8,1
1994/11/16,3.0,8,1,11.0,8,1,-2.9,8,1
1994/11/17,5.7,8,1,13.7,8,1,-1.5,8,1
1994/11/18,14.7,8,1,20.3,8,1,7.4,8,1
1994/11/19,15.6,8,1,19.6,8,1,8.9,8,1
1994/11/20,9.5,8,1,15.9,8,1,6.0,8,1
1994/11/21,7.4,8,1,11.6,8,1,3.1,8,1
1994/11/22,6.4,8,1,11.4,8,1,2.5,8,1
1994/11/23,4.8,8,1,9.5,8,1,0.3,8,1
1994/11/24,3.4,8,1,11.0,8,1,-2.2,8,1
1994/11/25,6.4,8,1,12.5,8,1,-1.5,8,1
1994/11/26,7.1,8,1,11.4,8,1,2.8,8,1
1994/11/27,5.5,8,1,8.9,8,1,1.9,8,1
1994/11/28,5.6,8,1,12.1,8,1,-0.6,8,1
1994/11/29,8.3,8,1,13.3,8,1,2.2,8,1
1994/11/30,5.1,8,1,14.1,8,1,-1.2,8,1
1994/12/1,5.1,8,1,12.8,8,1,0.0,8,1
1994/12/2,8.6,8,1,16.5,8,1,0.6,8,1
1994/12/3,7.0,8,1,12.6,8,1,3.9,8,1
1994/12/4,3.9,8,1,7.2,8,1,1.3,8,1
1994/12/5,2.6,8,1,5.6,8,1,0.8,8,1
1994/12/6,4.5,8,1,6.2,8,1,1.9,8,1
1994/12/7,7.8,8,1,11.9,8,1,5.2,8,1
1994/12/8,7.5,8,1,11.3,8,1,1.4,8,1
1994/12/9,7.9,8,1,13.4,8,1,1.5,8,1
1994/12/10,5.5,8,1,7.6,8,1,3.9,8,1
1994/12/11,3.4,8,1,7.3,8,1,-2.2,8,1
1994/12/12,5.8,8,1,10.3,8,1,3.6,8,1
1994/12/13,5.3,8,1,9.5,8,1,0.7,8,1
1994/12/14,2.2,8,1,5.5,8,1,0.2,8,1
1994/12/15,2.2,8,1,4.3,8,1,0.9,8,1
1994/12/16,-1.3,8,1,1.6,8,1,-3.7,8,1
1994/12/17,-0.9,8,1,4.4,8,1,-6.3,8,1
1994/12/18,0.2,8,1,3.7,8,1,-2.8,8,1
1994/12/19,-0.9,8,1,1.9,8,1,-3.4,8,1
1994/12/20,-0.6,8,1,5.1,8,1,-5.8,8,1
1994/12/21,1.9,8,1,6.0,8,1,-1.8,8,1
1994/12/22,2.6,8,1,8.7,8,1,-3.8,8,1
1994/12/23,6.9,8,1,13.5,8,1,0.0,8,1
1994/12/24,9.5,8,1,15.0,8,1,5.3,8,1
1994/12/25,6.0,8,1,12.4,8,1,-1.9,8,1
1994/12/26,1.2,8,1,8.0,8,1,-4.4,8,1
1994/12/27,4.8,8,1,11.6,8,1,0.4,8,1
1994/12/28,3.5,8,1,6.7,8,1,1.0,8,1
1994/12/29,2.4,8,1,5.5,8,1,0.3,8,1
1994/12/30,1.2,8,1,3.5,8,1,-0.7,8,1
1994/12/31,0.9,8,1,2.3,8,1,-0.5,8,1
1995/1/1,0.3,8,1,2.7,8,1,-1.4,8,1
1995/1/2,1.1,8,1,4.2,8,1,-4.9,8,1
1995/1/3,3.9,8,1,7.2,8,1,-0.4,8,1
1995/1/4,3.8,8,1,4.6,8,1,2.6,8,1
1995/1/5,5.1,8,1,7.9,8,1,1.6,8,1
1995/1/6,0.0,8,1,2.3,8,1,-1.5,8,1
1995/1/7,2.8,8,1,6.2,8,1,0.9,8,1
1995/1/8,3.4,8,1,8.0,8,1,-1.2,8,1
1995/1/9,4.0,8,1,12.1,8,1,-2.7,8,1
1995/1/10,1.9,8,1,5.5,8,1,-0.9,8,1
1995/1/11,-0.5,8,1,3.0,8,1,-4.2,8,1
1995/1/12,-1.1,8,1,3.5,8,1,-4.8,8,1
1995/1/13,-1.3,8,1,2.8,8,1,-3.5,8,1
1995/1/14,-2.1,8,1,0.5,8,1,-4.2,8,1
1995/1/15,-3.0,8,1,-1.1,8,1,-6.0,8,1
1995/1/16,-1.9,8,1,0.2,8,1,-5.7,8,1
1995/1/17,-3.0,8,1,2.2,8,1,-8.8,8,1
1995/1/18,-0.3,8,1,4.9,8,1,-4.9,8,1
1995/1/19,-1.1,8,1,2.5,8,1,-4.3,8,1
1995/1/20,0.4,8,1,4.2,8,1,-4.9,8,1
1995/1/21,-0.1,8,1,4.9,8,1,-4.6,8,1
1995/1/22,0.5,8,1,1.4,8,1,-0.7,8,1
1995/1/23,5.9,8,1,11.6,8,1,1.4,8,1
1995/1/24,2.8,8,1,6.9,8,1,-0.4,8,1
1995/1/25,1.4,8,1,4.3,8,1,-1.3,8,1
1995/1/26,0.8,8,1,5.9,8,1,-2.3,8,1
1995/1/27,-0.7,8,1,2.1,8,1,-4.7,8,1
1995/1/28,-1.5,8,1,2.9,8,1,-6.0,8,1
1995/1/29,0.6,8,1,6.7,8,1,-3.7,8,1
1995/1/30,-1.4,8,1,1.5,8,1,-4.1,8,1
1995/1/31,-2.0,8,1,0.9,8,1,-4.6,8,1
1995/2/1,1.2,8,1,3.6,8,1,-0.4,8,1
1995/2/2,-0.2,8,1,2.6,8,1,-3.4,8,1
1995/2/3,-0.7,8,1,3.5,8,1,-4.9,8,1
1995/2/4,-0.5,8,1,3.8,8,1,-3.9,8,1
1995/2/5,-1.7,8,1,2.1,8,1,-4.7,8,1
1995/2/6,-0.7,8,1,4.5,8,1,-6.7,8,1
1995/2/7,0.8,8,1,4.2,8,1,-3.5,8,1
1995/2/8,4.3,8,1,8.7,8,1,1.4,8,1
1995/2/9,2.1,8,1,7.7,8,1,-0.4,8,1
1995/2/10,-0.6,8,1,3.1,8,1,-3.6,8,1
1995/2/11,0.5,8,1,6.4,8,1,-4.0,8,1
1995/2/12,3.5,8,1,10.9,8,1,-3.0,8,1
1995/2/13,4.5,8,1,9.2,8,1,2.0,8,1
1995/2/14,2.4,8,1,7.1,8,1,-2.7,8,1
1995/2/15,1.3,8,1,7.7,8,1,-4.4,8,1
1995/2/16,1.7,8,1,5.7,8,1,-1.1,8,1
1995/2/17,0.9,8,1,3.0,8,1,-0.5,8,1
1995/2/18,1.7,8,1,4.7,8,1,-2.5,8,1
1995/2/19,1.9,8,1,5.4,8,1,-1.5,8,1
1995/2/20,1.7,8,1,6.1,8,1,-1.9,8,1
1995/2/21,2.3,8,1,5.0,8,1,-0.1,8,1
1995/2/22,2.8,8,1,5.2,8,1,0.6,8,1
1995/2/23,1.9,8,1,9.7,8,1,-3.0,8,1
1995/2/24,1.9,8,1,5.9,8,1,-2.6,8,1
1995/2/25,0.5,8,1,6.4,8,1,-4.8,8,1
1995/2/26,2.4,8,1,7.2,8,1,-2.0,8,1
1995/2/27,4.2,8,1,9.3,8,1,0.2,8,1
1995/2/28,2.1,8,1,7.2,8,1,-3.0,8,1
1995/3/1,3.3,8,1,8.3,8,1,-0.4,8,1
1995/3/2,2.1,8,1,4.5,8,1,-2.6,8,1
1995/3/3,1.3,8,1,7.8,8,1,-3.5,8,1
1995/3/4,-0.2,8,1,1.0,8,1,-1.5,8,1
1995/3/5,-0.3,8,1,3.5,8,1,-4.9,8,1
1995/3/6,1.1,8,1,4.2,8,1,-2.2,8,1
1995/3/7,3.0,8,1,8.1,8,1,-1.7,8,1
1995/3/8,3.2,8,1,6.4,8,1,-0.8,8,1
1995/3/9,4.1,8,1,8.6,8,1,-1.2,8,1
1995/3/10,1.7,8,1,6.0,8,1,-2.7,8,1
1995/3/11,3.0,8,1,4.0,8,1,1.9,8,1
1995/3/12,2.9,8,1,4.4,8,1,1.6,8,1
1995/3/13,1.8,8,1,4.0,8,1,-0.6,8,1
1995/3/14,3.6,8,1,8.1,8,1,0.0,8,1
1995/3/15,4.1,8,1,10.5,8,1,-0.9,8,1
1995/3/16,5.6,8,1,11.5,8,1,-1.8,8,1
1995/3/17,12.9,8,1,16.8,8,1,7.3,8,1
1995/3/18,2.5,8,1,6.0,8,1,-0.7,8,1
1995/3/19,3.7,8,1,10.0,8,1,-2.8,8,1
1995/3/20,6.2,8,1,12.0,8,1,1.0,8,1
1995/3/21,9.8,8,1,17.0,8,1,2.4,8,1
1995/3/22,7.8,8,1,12.4,8,1,3.1,8,1
1995/3/23,4.8,8,1,7.9,8,1,2.1,8,1
1995/3/24,6.3,8,1,8.3,8,1,5.1,8,1
1995/3/25,2.9,8,1,5.0,8,1,0.6,8,1
1995/3/26,0.4,8,1,1.6,8,1,-0.7,8,1
1995/3/27,4.0,8,1,10.6,8,1,-2.5,8,1
1995/3/28,4.5,8,1,9.0,8,1,-0.4,8,1
1995/3/29,4.2,8,1,9.6,8,1,-2.1,8,1
1995/3/30,6.5,8,1,9.2,8,1,2.1,8,1
1995/3/31,11.0,8,1,14.3,8,1,6.7,8,1
1995/4/1,6.5,8,1,11.4,8,1,2.3,8,1
1995/4/2,5.3,8,1,8.8,8,1,2.1,8,1
1995/4/3,3.9,8,1,7.1,8,1,1.0,8,1
1995/4/4,8.8,8,1,13.1,8,1,3.5,8,1
1995/4/5,9.4,8,1,15.1,8,1,2.7,8,1
1995/4/6,11.3,8,1,16.9,8,1,2.7,8,1
1995/4/7,12.4,8,1,16.0,8,1,9.1,8,1
1995/4/8,10.8,8,1,18.2,8,1,3.1,8,1
1995/4/9,14.2,8,1,20.3,8,1,9.2,8,1
1995/4/10,8.7,8,1,11.8,8,1,4.8,8,1
1995/4/11,7.1,8,1,13.2,8,1,1.9,8,1
1995/4/12,7.8,8,1,10.9,8,1,5.7,8,1
1995/4/13,9.1,8,1,12.6,8,1,4.8,8,1
1995/4/14,9.7,8,1,15.1,8,1,5.4,8,1
1995/4/15,10.1,8,1,16.4,8,1,6.8,8,1
1995/4/16,8.4,8,1,11.5,8,1,6.3,8,1
1995/4/17,12.6,8,1,19.6,8,1,6.0,8,1
1995/4/18,10.2,8,1,14.7,8,1,4.3,8,1
1995/4/19,12.8,8,1,21.3,8,1,7.2,8,1
1995/4/20,8.5,8,1,12.8,8,1,4.5,8,1
1995/4/21,12.8,8,1,21.7,8,1,1.6,8,1
1995/4/22,16.2,8,1,20.3,8,1,12.6,8,1
1995/4/23,17.8,8,1,25.9,8,1,12.7,8,1
1995/4/24,13.6,8,1,19.2,8,1,9.1,8,1
1995/4/25,15.1,8,1,20.7,8,1,11.6,8,1
1995/4/26,13.2,8,1,19.0,8,1,8.2,8,1
1995/4/27,14.6,8,1,19.7,8,1,9.5,8,1
1995/4/28,16.0,8,1,24.2,8,1,9.6,8,1
1995/4/29,15.0,8,1,19.7,8,1,9.8,8,1
1995/4/30,14.0,8,1,15.5,8,1,12.6,8,1
1995/5/1,13.4,8,1,15.2,8,1,11.7,8,1
1995/5/2,13.5,8,1,15.7,8,1,11.7,8,1
1995/5/3,14.6,8,1,17.6,8,1,9.6,8,1
1995/5/4,13.6,8,1,16.5,8,1,10.6,8,1
1995/5/5,11.2,8,1,16.6,8,1,7.1,8,1
1995/5/6,16.0,8,1,22.2,8,1,8.1,8,1
1995/5/7,14.4,8,1,20.2,8,1,9.1,8,1
1995/5/8,12.4,8,1,16.0,8,1,8.2,8,1
1995/5/9,15.7,8,1,21.9,8,1,8.7,8,1
1995/5/10,15.9,8,1,18.2,8,1,13.7,8,1
1995/5/11,15.6,8,1,18.9,8,1,12.9,8,1
1995/5/12,15.1,8,1,18.3,8,1,11.6,8,1
1995/5/13,14.3,8,1,15.2,8,1,13.7,8,1
1995/5/14,16.7,8,1,20.7,8,1,13.0,8,1
1995/5/15,15.9,8,1,19.3,8,1,14.1,8,1
1995/5/16,16.8,8,1,23.5,8,1,10.7,8,1
1995/5/17,10.2,8,1,10.5,8,1,9.8,8,1
1995/5/18,16.5,8,1,24.6,8,1,8.3,8,1
1995/5/19,18.2,8,1,23.8,8,1,11.2,8,1
1995/5/20,21.3,8,1,27.3,8,1,14.7,8,1
1995/5/21,17.3,8,1,19.2,8,1,15.5,8,1
1995/5/22,15.9,8,1,20.5,8,1,13.7,8,1
1995/5/23,16.0,8,1,21.4,8,1,11.2,8,1
1995/5/24,16.5,8,1,21.0,8,1,12.0,8,1
1995/5/25,20.0,8,1,26.0,8,1,13.5,8,1
1995/5/26,19.2,8,1,24.1,8,1,16.0,8,1
1995/5/27,16.7,8,1,22.8,8,1,10.4,8,1
1995/5/28,15.9,8,1,21.5,8,1,8.8,8,1
1995/5/29,15.9,8,1,20.3,8,1,13.7,8,1
1995/5/30,18.4,8,1,23.8,8,1,13.7,8,1
1995/5/31,18.7,8,1,24.5,8,1,13.8,8,1
1995/6/1,16.0,8,1,18.8,8,1,13.2,8,1
1995/6/2,15.3,8,1,20.9,8,1,8.7,8,1
1995/6/3,14.6,8,1,16.2,8,1,12.6,8,1
1995/6/4,17.8,8,1,20.1,8,1,14.4,8,1
1995/6/5,18.6,8,1,21.4,8,1,15.3,8,1
1995/6/6,15.1,8,1,16.6,8,1,14.2,8,1
1995/6/7,14.6,8,1,15.4,8,1,13.7,8,1
1995/6/8,15.4,8,1,18.0,8,1,13.1,8,1
1995/6/9,16.7,8,1,19.7,8,1,14.2,8,1
1995/6/10,18.3,8,1,22.5,8,1,14.5,8,1
1995/6/11,12.7,8,1,15.1,8,1,11.3,8,1
1995/6/12,14.1,8,1,17.4,8,1,11.2,8,1
1995/6/13,15.2,8,1,16.8,8,1,13.6,8,1
1995/6/14,15.2,8,1,15.8,8,1,14.5,8,1
1995/6/15,18.3,8,1,22.0,8,1,15.5,8,1
1995/6/16,17.5,8,1,18.3,8,1,16.3,8,1
1995/6/17,19.9,8,1,25.4,8,1,14.8,8,1
1995/6/18,17.8,8,1,21.6,8,1,13.8,8,1
1995/6/19,19.2,8,1,22.9,8,1,16.6,8,1
1995/6/20,18.6,8,1,22.6,8,1,16.2,8,1
1995/6/21,15.6,8,1,16.9,8,1,13.8,8,1
1995/6/22,13.5,8,1,14.3,8,1,13.0,8,1
1995/6/23,14.1,8,1,15.2,8,1,13.1,8,1
1995/6/24,16.2,8,1,19.6,8,1,13.6,8,1
1995/6/25,17.4,8,1,22.8,8,1,14.0,8,1
1995/6/26,18.1,8,1,20.5,8,1,16.4,8,1
1995/6/27,19.7,8,1,23.0,8,1,16.8,8,1
1995/6/28,18.7,8,1,20.9,8,1,17.3,8,1
1995/6/29,18.6,8,1,19.9,8,1,17.3,8,1
1995/6/30,21.3,8,1,27.2,8,1,18.3,8,1
1995/7/1,21.5,8,1,25.4,8,1,19.5,8,1
1995/7/2,21.7,8,1,25.9,8,1,17.9,8,1
1995/7/3,23.4,8,1,26.6,8,1,20.1,8,1
1995/7/4,19.0,8,1,22.6,8,1,17.8,8,1
1995/7/5,19.9,8,1,21.6,8,1,17.9,8,1
1995/7/6,19.6,8,1,21.0,8,1,18.7,8,1
1995/7/7,22.4,8,1,28.4,8,1,18.7,8,1
1995/7/8,20.2,8,1,22.7,8,1,17.6,8,1
1995/7/9,20.3,8,1,21.3,8,1,19.0,8,1
1995/7/10,25.9,8,1,30.2,8,1,21.5,8,1
1995/7/11,22.8,8,1,26.5,8,1,21.7,8,1
1995/7/12,26.1,8,1,31.5,8,1,20.8,8,1
1995/7/13,23.5,8,1,26.3,8,1,20.6,8,1
1995/7/14,23.5,8,1,28.1,8,1,18.7,8,1
1995/7/15,22.3,8,1,27.8,8,1,16.6,8,1
1995/7/16,18.8,8,1,20.5,8,1,17.7,8,1
1995/7/17,18.2,8,1,18.8,8,1,17.5,8,1
1995/7/18,19.7,8,1,24.1,8,1,17.0,8,1
1995/7/19,21.2,8,1,25.1,8,1,18.4,8,1
1995/7/20,21.2,8,1,24.6,8,1,19.5,8,1
1995/7/21,21.4,8,1,23.1,8,1,20.2,8,1
1995/7/22,23.2,8,1,26.7,8,1,19.9,8,1
1995/7/23,26.5,8,1,32.0,8,1,20.5,8,1
1995/7/24,26.9,8,1,32.7,8,1,21.3,8,1
1995/7/25,26.5,8,1,31.7,8,1,22.0,8,1
1995/7/26,26.3,8,1,31.8,8,1,21.1,8,1
1995/7/27,27.6,8,1,34.3,8,1,21.4,8,1
1995/7/28,26.7,8,1,33.6,8,1,20.7,8,1
1995/7/29,26.5,8,1,34.0,8,1,19.1,8,1
1995/7/30,27.7,8,1,33.9,8,1,21.7,8,1
1995/7/31,27.9,8,1,33.3,8,1,23.3,8,1
1995/8/1,27.4,8,1,29.8,8,1,24.0,8,1
1995/8/2,26.1,8,1,29.4,8,1,22.5,8,1
1995/8/3,23.7,8,1,26.9,8,1,21.7,8,1
1995/8/4,23.0,8,1,24.6,8,1,21.5,8,1
1995/8/5,20.9,8,1,21.6,8,1,20.1,8,1
1995/8/6,22.5,8,1,27.8,8,1,20.4,8,1
1995/8/7,24.6,8,1,30.6,8,1,20.2,8,1
1995/8/8,27.3,8,1,32.4,8,1,21.6,8,1
1995/8/9,27.9,8,1,33.2,8,1,22.6,8,1
1995/8/10,24.3,8,1,27.0,8,1,20.7,8,1
1995/8/11,23.0,8,1,27.3,8,1,19.7,8,1
1995/8/12,22.7,8,1,27.0,8,1,19.3,8,1
1995/8/13,23.0,8,1,25.2,8,1,20.9,8,1
1995/8/14,25.3,8,1,29.7,8,1,22.2,8,1
1995/8/15,27.3,8,1,33.7,8,1,21.9,8,1
1995/8/16,24.8,8,1,32.2,8,1,21.0,8,1
1995/8/17,23.4,8,1,28.9,8,1,18.4,8,1
1995/8/18,25.0,8,1,32.4,8,1,16.8,8,1
1995/8/19,28.1,8,1,33.9,8,1,22.5,8,1
1995/8/20,27.8,8,1,35.2,8,1,21.4,8,1
1995/8/21,26.6,8,1,32.2,8,1,23.3,8,1
1995/8/22,23.3,8,1,24.5,8,1,22.4,8,1
1995/8/23,24.6,8,1,28.7,8,1,22.4,8,1
1995/8/24,26.1,8,1,31.8,8,1,21.3,8,1
1995/8/25,28.2,8,1,33.9,8,1,22.9,8,1
1995/8/26,28.1,8,1,32.3,8,1,23.8,8,1
1995/8/27,25.1,8,1,28.5,8,1,22.1,8,1
1995/8/28,24.4,8,1,28.9,8,1,19.4,8,1
1995/8/29,21.8,8,1,27.4,8,1,16.6,8,1
1995/8/30,22.4,8,1,27.8,8,1,17.1,8,1
1995/8/31,21.9,8,1,24.0,8,1,20.5,8,1
1995/9/1,22.2,8,1,27.0,8,1,17.5,8,1
1995/9/2,21.8,8,1,28.1,8,1,15.5,8,1
1995/9/3,23.9,8,1,26.9,8,1,21.4,8,1
1995/9/4,22.1,8,1,27.8,8,1,16.2,8,1
1995/9/5,19.6,8,1,24.5,8,1,15.5,8,1
1995/9/6,19.4,8,1,24.2,8,1,14.6,8,1
1995/9/7,21.2,8,1,26.4,8,1,17.8,8,1
1995/9/8,19.8,8,1,25.4,8,1,14.4,8,1
1995/9/9,18.4,8,1,23.7,8,1,12.4,8,1
1995/9/10,18.1,8,1,19.1,8,1,17.1,8,1
1995/9/11,21.4,8,1,25.0,8,1,18.2,8,1
1995/9/12,20.2,8,1,24.1,8,1,15.0,8,1
1995/9/13,18.5,8,1,25.5,8,1,11.6,8,1
1995/9/14,18.8,8,1,21.4,8,1,17.2,8,1
1995/9/15,17.8,8,1,21.9,8,1,14.4,8,1
1995/9/16,15.8,8,1,17.2,8,1,14.1,8,1
1995/9/17,14.6,8,1,15.7,8,1,12.8,8,1
1995/9/18,16.5,8,1,23.1,8,1,11.2,8,1
1995/9/19,15.9,8,1,21.0,8,1,11.4,8,1
1995/9/20,16.9,8,1,21.4,8,1,12.8,8,1
1995/9/21,15.8,8,1,22.2,8,1,10.5,8,1
1995/9/22,15.8,8,1,22.1,8,1,9.5,8,1
1995/9/23,17.5,8,1,23.1,8,1,13.1,8,1
1995/9/24,18.6,8,1,23.4,8,1,14.7,8,1
1995/9/25,23.4,8,1,28.1,8,1,18.9,8,1
1995/9/26,20.0,8,1,21.9,8,1,18.4,8,1
1995/9/27,21.0,8,1,25.1,8,1,19.1,8,1
1995/9/28,19.3,8,1,23.4,8,1,13.1,8,1
1995/9/29,16.5,8,1,20.2,8,1,12.4,8,1
1995/9/30,18.4,8,1,25.1,8,1,14.0,8,1
1995/10/1,17.4,8,1,22.9,8,1,11.6,8,1
1995/10/2,20.2,8,1,25.4,8,1,16.8,8,1
1995/10/3,20.9,8,1,25.6,8,1,16.0,8,1
1995/10/4,17.9,8,1,19.2,8,1,16.1,8,1
1995/10/5,19.9,8,1,24.2,8,1,16.8,8,1
1995/10/6,13.4,8,1,17.6,8,1,11.0,8,1
1995/10/7,13.5,8,1,18.0,8,1,8.3,8,1
1995/10/8,13.2,8,1,14.9,8,1,11.7,8,1
1995/10/9,15.2,8,1,20.5,8,1,10.9,8,1
1995/10/10,13.4,8,1,19.2,8,1,8.1,8,1
1995/10/11,14.1,8,1,19.2,8,1,8.5,8,1
1995/10/12,15.6,8,1,18.0,8,1,13.8,8,1
1995/10/13,17.3,8,1,23.5,8,1,12.3,8,1
1995/10/14,15.3,8,1,22.9,8,1,10.0,8,1
1995/10/15,15.7,8,1,23.0,8,1,8.8,8,1
1995/10/16,18.2,8,1,24.7,8,1,12.8,8,1
1995/10/17,19.1,8,1,22.5,8,1,13.4,8,1
1995/10/18,15.2,8,1,23.0,8,1,9.0,8,1
1995/10/19,15.3,8,1,20.0,8,1,11.2,8,1
1995/10/20,15.4,8,1,18.2,8,1,12.6,8,1
1995/10/21,14.6,8,1,20.4,8,1,8.6,8,1
1995/10/22,13.4,8,1,17.7,8,1,11.8,8,1
1995/10/23,13.7,8,1,19.3,8,1,9.5,8,1
1995/10/24,13.8,8,1,17.2,8,1,9.4,8,1
1995/10/25,14.6,8,1,16.1,8,1,13.1,8,1
1995/10/26,15.1,8,1,18.4,8,1,10.9,8,1
1995/10/27,13.1,8,1,16.7,8,1,6.5,8,1
1995/10/28,9.5,8,1,16.3,8,1,4.1,8,1
1995/10/29,12.5,8,1,18.7,8,1,5.4,8,1
1995/10/30,15.2,8,1,22.8,8,1,10.7,8,1
1995/10/31,14.1,8,1,19.1,8,1,10.7,8,1
1995/11/1,10.8,8,1,16.8,8,1,6.0,8,1
1995/11/2,6.8,8,1,10.8,8,1,5.1,8,1
1995/11/3,10.1,8,1,13.5,8,1,7.0,8,1
1995/11/4,10.6,8,1,15.3,8,1,5.0,8,1
1995/11/5,10.2,8,1,15.4,8,1,4.8,8,1
1995/11/6,11.1,8,1,17.5,8,1,3.8,8,1
1995/11/7,11.4,8,1,18.7,8,1,4.6,8,1
1995/11/8,7.5,8,1,14.3,8,1,3.8,8,1
1995/11/9,5.2,8,1,8.5,8,1,1.9,8,1
1995/11/10,9.4,8,1,15.3,8,1,3.2,8,1
1995/11/11,8.2,8,1,13.4,8,1,2.6,8,1
1995/11/12,10.2,8,1,15.8,8,1,4.2,8,1
1995/11/13,9.8,8,1,17.9,8,1,4.3,8,1
1995/11/14,10.1,8,1,14.8,8,1,5.1,8,1
1995/11/15,6.5,8,1,10.8,8,1,3.5,8,1
1995/11/16,6.2,8,1,13.4,8,1,-0.7,8,1
1995/11/17,10.6,8,1,15.7,8,1,6.9,8,1
1995/11/18,9.8,8,1,15.1,8,1,2.3,8,1
1995/11/19,8.1,8,1,17.0,8,1,-0.2,8,1
1995/11/20,10.5,8,1,14.6,8,1,7.6,8,1
1995/11/21,4.6,8,1,10.1,8,1,-0.5,8,1
1995/11/22,2.7,8,1,10.3,8,1,-2.4,8,1
1995/11/23,4.2,8,1,10.3,8,1,-1.2,8,1
1995/11/24,6.3,8,1,9.1,8,1,3.1,8,1
1995/11/25,5.2,8,1,6.4,8,1,3.6,8,1
1995/11/26,4.8,8,1,10.1,8,1,-1.1,8,1
1995/11/27,5.4,8,1,7.9,8,1,2.4,8,1
1995/11/28,5.8,8,1,8.3,8,1,2.9,8,1
1995/11/29,5.7,8,1,9.0,8,1,3.0,8,1
1995/11/30,6.5,8,1,9.4,8,1,4.0,8,1
1995/12/1,5.3,8,1,8.1,8,1,3.0,8,1
1995/12/2,6.5,8,1,9.6,8,1,3.9,8,1
1995/12/3,6.1,8,1,10.1,8,1,1.7,8,1
1995/12/4,6.3,8,1,11.3,8,1,1.6,8,1
1995/12/5,6.4,8,1,10.5,8,1,3.3,8,1
1995/12/6,5.3,8,1,8.3,8,1,2.7,8,1
1995/12/7,4.0,8,1,7.1,8,1,-0.2,8,1
1995/12/8,1.7,8,1,4.9,8,1,-1.5,8,1
1995/12/9,1.9,8,1,6.3,8,1,-1.6,8,1
1995/12/10,4.1,8,1,9.6,8,1,-2.9,8,1
1995/12/11,7.4,8,1,9.7,8,1,4.6,8,1
1995/12/12,4.9,8,1,7.3,8,1,2.2,8,1
1995/12/13,3.7,8,1,5.0,8,1,1.4,8,1
1995/12/14,4.4,8,1,9.6,8,1,-0.7,8,1
1995/12/15,4.5,8,1,9.3,8,1,0.2,8,1
1995/12/16,1.4,8,1,4.0,8,1,-2.2,8,1
1995/12/17,1.4,8,1,4.0,8,1,-1.7,8,1
1995/12/18,2.7,8,1,5.3,8,1,-0.5,8,1
1995/12/19,2.3,8,1,6.1,8,1,-1.3,8,1
1995/12/20,1.7,8,1,7.3,8,1,-3.8,8,1
1995/12/21,2.0,8,1,7.7,8,1,-2.7,8,1
